ID,timepoint,is_original_missing,is_validation_holdout,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t1,False,True,0.42486275572099513,1.7085206224628284,-2.9344108384298613,3.7890388189260733
2,Y_t3,True,False,0.4564180438245625,1.6863047925090096,-2.8477059984257376,3.797335605397224
3,Y_t1,False,True,0.4599332390254745,1.6930293157929353,-2.8718747428046383,3.833840080287942
3,Y_t3,True,False,0.4611550325402215,1.7368550657546211,-2.9100442885383124,3.8381948694057364
4,Y_t2,True,False,0.4128609646554723,1.6705666424048173,-2.86948064638803,3.657244883986528
4,Y_t3,True,False,0.48540752627010586,1.6729884867248437,-2.804757931283678,3.7897396343615903
5,Y_t1,False,True,0.45002681996495875,1.7027458181167008,-2.8967935943637637,3.771387768905887
5,Y_t2,True,False,0.4183221498213454,1.7117694025515728,-2.89211837823321,3.773788115323695
5,Y_t3,True,False,0.4536663946391807,1.7163462577987179,-2.8695158545548796,3.8932806313793056
6,Y_t2,True,False,0.4355960581698995,1.6973982830020393,-2.8987332369863292,3.7751582719582997
6,Y_t3,True,False,0.4531710787863439,1.6977737400260506,-2.8756744723852488,3.7638513444873425
8,Y_t3,True,False,0.4315038696967516,1.7088494192966914,-2.906020702999136,3.8294407037254916
9,Y_t1,False,True,0.40967427610991114,1.7230233251913887,-2.942783069753139,3.796054246571416
9,Y_t3,True,False,0.42462318130202686,1.6913703161124958,-2.927461953073004,3.685752972039193
10,Y_t3,True,False,0.39963481942070733,1.732706192570596,-2.9580783566276376,3.8087747234256115
11,Y_t3,True,False,0.4125272440641956,1.7205924464064046,-3.011896559556032,3.7558395165164966
13,Y_t1,False,True,0.43561888204187893,1.7180423609849012,-2.932707746390503,3.7828729850989786
13,Y_t2,True,False,0.4526486799630151,1.7160120097413525,-2.886715988988712,3.845464976719788
13,Y_t3,True,False,0.42790815780523705,1.7036450835093098,-2.8711207354129655,3.7244449033462703
14,Y_t2,True,False,0.4156293648185708,1.711122510542276,-2.9463973447460923,3.844586109816584
14,Y_t3,True,False,0.43330846484728286,1.694446087592164,-2.920852653808935,3.7835337722844646
15,Y_t1,False,True,0.431516641452194,1.7018070983237021,-2.9177560682011507,3.7172110683194046
15,Y_t2,True,False,0.4387923377239203,1.6861594050628985,-2.8608428652088707,3.7180256354282304
15,Y_t3,True,False,0.43859063872274123,1.7093090198059604,-2.8847740098206476,3.8352340409961942
16,Y_t2,True,False,0.46024857077833936,1.7210205675470818,-2.962327750655787,3.8077590030276647
16,Y_t3,True,False,0.4206501751549808,1.686595717096516,-2.910885225273421,3.7216495180155853
17,Y_t2,True,False,0.42453557843378487,1.7284568633374375,-2.983057060269777,3.9031894863529315
17,Y_t3,True,False,0.43349044750603855,1.6984892000769325,-2.9160471957910064,3.7387968830959024
18,Y_t2,True,False,0.453370725849527,1.6965150332982168,-2.866019972333532,3.771965075114577
18,Y_t3,True,False,0.43132311737598383,1.7334073545876272,-2.9617506480362836,3.8648789511689547
19,Y_t2,True,False,0.43930539130642865,1.7176376403602096,-2.9364911612558973,3.8112632228416397
19,Y_t3,True,False,0.44092231164178775,1.7255749193092562,-2.910174479498385,3.8227071239104604
20,Y_t3,True,False,0.385247806962019,1.701964021561142,-2.932940296117635,3.721625829903625
21,Y_t2,True,False,0.4345220903688786,1.709667651269972,-2.853503084739839,3.8107151752482387
21,Y_t3,True,False,0.42912355439240313,1.7012537477450713,-2.8495852180319687,3.7124028481504627
22,Y_t2,True,False,0.44208468313929067,1.691818766788541,-2.823883241954613,3.7927845318884112
22,Y_t3,True,False,0.45378134601589837,1.719179696617776,-2.8887039216649684,3.866016151184922
23,Y_t1,False,True,0.4360307312965757,1.7062818493634941,-2.8918236196520906,3.7570250989778486
24,Y_t2,True,False,0.45013745970168684,1.704467974845225,-2.9087999889342253,3.7228295758816525
24,Y_t3,True,False,0.39693165983539075,1.7199112793496107,-2.9929420283099035,3.803929924785653
27,Y_t2,True,False,0.4558834568260194,1.7196119906335854,-2.9857617175613482,3.779748472951476
27,Y_t3,True,False,0.4313584320281727,1.7098465954203625,-2.900514210539774,3.7700366994747574
28,Y_t2,False,True,0.4039740770511785,1.6972013419122103,-2.888938286174981,3.7120627769352406
