ID,timepoint,is_original_missing,is_validation_holdout,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t1,False,True,0.7981034237963396,1.424975872039795,-1.8689172267913818,3.691575765609741
2,Y_t3,True,False,1.0871333540343966,1.5645347833633423,-2.0212044715881348,4.1862711906433105
3,Y_t1,False,True,0.43659406357505853,1.407584309577942,-2.3832411766052246,3.2047946453094482
3,Y_t3,True,False,0.5419375000992976,1.566208839416504,-2.5177359580993652,3.6140222549438477
4,Y_t2,True,False,0.5907685217503624,1.4700796604156494,-2.294076681137085,3.5314972400665283
4,Y_t3,True,False,0.5894028016279548,1.5826315879821777,-2.579699754714966,3.753636598587036
5,Y_t1,False,True,0.4518861425453117,1.4344793558120728,-2.40474534034729,3.3385372161865234
5,Y_t2,True,False,0.5042932302518599,1.5119366645812988,-2.363955497741699,3.5606741905212402
5,Y_t3,True,False,0.46587231056794354,1.5755488872528076,-2.717698812484741,3.4421699047088623
6,Y_t2,True,False,0.4052951034595297,1.543554425239563,-2.627682685852051,3.417041540145874
6,Y_t3,True,False,0.4197145099765725,1.619279384613037,-2.6885719299316406,3.6638879776000977
8,Y_t3,True,False,0.8545079395802169,1.6210018396377563,-2.303063154220581,3.915253162384033
9,Y_t1,False,True,0.3826335471482921,1.4443140029907227,-2.4303994178771973,3.3568809032440186
9,Y_t3,True,False,0.24156154229226362,1.6014002561569214,-2.89211368560791,3.3211522102355957
10,Y_t3,True,False,-0.1388941641305912,1.6607593297958374,-3.4149093627929688,3.0820038318634033
11,Y_t3,True,False,-0.14252100632944145,1.590311884880066,-3.24082088470459,2.8178839683532715
13,Y_t1,False,True,0.4097759272072514,1.4500197172164917,-2.536646604537964,3.1811797618865967
13,Y_t2,True,False,0.3881238733488407,1.5114611387252808,-2.5940239429473877,3.347297430038452
13,Y_t3,True,False,0.4778873377833597,1.5774325132369995,-2.6885828971862793,3.6160173416137695
14,Y_t2,True,False,0.33431061576233495,1.5224443674087524,-2.5435492992401123,3.3868541717529297
14,Y_t3,True,False,0.23260610322023312,1.5930259227752686,-2.8561108112335205,3.3543283939361572
15,Y_t1,False,True,0.4735523068140853,1.4230149984359741,-2.373840808868408,3.2577149868011475
15,Y_t2,True,False,0.4199264203289863,1.5319008827209473,-2.6995632648468018,3.32096004486084
15,Y_t3,True,False,0.4498611276257338,1.6128475666046143,-2.68107008934021,3.408409595489502
