ID,C_t1,C_t2,C_t3
1,0.7135474508138584,-0.25325158435572487,1.4988150390664843
2,0.04756873663162309,2.6818634162716233,-0.00884941135392836
3,0.3379846984990542,2.058565473909956,2.4424281389917146
4,-0.044394225930340925,1.9614715235774256,3.2809823641053724
5,-0.9945110678668933,0.8107795053764288,3.8496105581574542
6,-0.1334800591073158,-0.37844102887927145,0.8983133824856472
7,-0.08481388126595746,,
8,1.0997671724485658,1.7961973654309062,1.453080032909473
9,-0.23792697325460682,-0.6074825974196918,-1.8738159515559227
10,-1.0046016984216875,-0.14701001562540872,0.3808856522244516
11,-1.7251084464138178,-1.2183291517565102,-0.19344953795335534
12,0.46768006118143457,-0.06230471519961145,-0.18296811445110683
13,0.8855916558120851,1.730485183628704,1.0312639809212123
14,-0.09062327375739809,0.6702204198538151,-0.9678347640763607
15,2.6651477732844064,1.9102984205742817,-0.7859168443228286
16,1.939431021480976,,
17,0.79427054577876,-0.35363254929930854,1.9709402331388461
18,0.37051312940846187,0.5707940470694135,0.104283540477517
19,1.2281673069833952,2.6796505598783673,
20,0.645021868877326,-0.0033679450160036817,-0.10026009305821218
21,2.8508268777263654,,
22,0.3784916949534443,0.3504139233578107,0.5661417238321064
23,1.9939075828779886,-0.21886851901279614,-2.2640999734792775
24,1.0651898038923904,0.8045343090233273,-0.12163250970148456
25,-0.9737945547802958,1.3098996849386946,0.6747895240905876
26,1.1990839704563911,2.0229513689121346,3.6496705542844787
27,0.10944239742850814,2.6141952541650104,-0.44755190541618806
28,1.9320327636591232,-0.08400421560822768,2.042271272471874
29,0.794248755850283,-0.05863850434022028,-0.9272973742795296
30,-0.8426387396070532,0.28895985189680384,0.338647074813634
31,1.3551148280781162,0.3976704952365082,-1.4945939449719072
32,0.2861691844469979,-1.4114115310921052,2.5265556558239144
33,2.0054729857848166,4.148314142401053,4.156156762834463
34,0.9055122597708292,,
35,0.9717372853762181,0.2135010442432783,0.4240546378090067
36,1.147027672030966,0.9797330992306268,4.8062516307713015
37,1.8325875736472474,1.9874653658487704,4.455478297921399
38,0.4568612980904334,-0.46425211903853303,-1.1671706923347582
39,1.3015427219427598,,
40,2.605875083297285,0.7993355498934162,
41,4.253639465933762,2.046403611923154,1.8335528352437798
42,0.9849713991850217,2.053025051045359,-0.5663438048224648
43,-0.13250638059072412,-0.26757151763320164,1.2870750623781966
44,1.9777940774203069,,
45,1.5309737709019269,0.4623884225978561,0.8205824123719965
46,0.9126828220108674,1.906937011601908,1.8948520658196033
47,0.4653903694758629,0.7359178477466447,
48,-1.6710046049729408,-2.9350558969295695,-3.1338684714956893
49,-0.08523105628136496,1.4674673205748865,-1.1115085510476823
50,0.7513703072872433,5.161491894538712,
51,3.5689638208296244,1.813949025658417,-0.773395161131385
52,-0.10782417578495326,0.12216755154158968,-0.05483492262639289
53,-0.11997022499231502,-0.7646976807682382,-0.495078589238484
54,1.473216053720413,-0.43475181036800487,
55,-0.24520107849724937,-0.35678350338402565,-2.529972081144661
56,-0.4164770791222763,1.2674562748682576,1.3611951029098956
57,0.46954529240455445,0.7927974330171725,0.9655522356765386
58,1.742323981794672,2.924277961004117,-0.3160105015080963
59,1.8881338672295227,2.2528732192876664,4.595908936570462
60,1.6228816638803103,1.5834053144889306,2.1661645324446717
61,0.8588453972471057,-1.005184695202175,-2.1946069572994324
