ID,timepoint,is_original_missing,is_validation_holdout,posterior_mean,posterior_se,ci_2_5,ci_97_5
2,Y_t1,False,True,1.1503052038537687,1.5447845458984375,-1.7722889184951782,4.117169380187988
2,Y_t3,True,False,1.6593878279490095,1.70680570602417,-1.7556424140930176,5.042194366455078
3,Y_t1,False,True,0.4716568016231012,1.5686894655227661,-2.5119287967681885,3.6099729537963867
3,Y_t3,True,False,0.5106840720726438,1.754418969154358,-3.0507943630218506,3.8679661750793457
4,Y_t2,True,False,0.6476497690377075,1.7131946086883545,-2.7787959575653076,3.9260191917419434
4,Y_t3,True,False,0.6627672068416426,1.8358229398727417,-2.691490411758423,4.279075622558594
5,Y_t1,False,True,0.4731106056414772,1.5125772953033447,-2.568669319152832,3.440920829772949
5,Y_t2,True,False,0.4315846949708322,1.685781717300415,-2.753251075744629,3.842705011367798
5,Y_t3,True,False,0.45978609775894963,1.8046808242797852,-3.210346221923828,3.86116099357605
6,Y_t2,True,False,0.37358236477809237,1.6612192392349243,-2.7778468132019043,3.6339306831359863
6,Y_t3,True,False,0.40763427028435917,1.817694067955017,-3.3471250534057617,3.854705572128296
8,Y_t3,True,False,1.0396290707530311,1.7989038228988647,-2.7060189247131348,4.554251670837402
9,Y_t1,False,True,0.3842114500279949,1.53072988986969,-2.6485300064086914,3.378519296646118
9,Y_t3,True,False,0.3899596585443068,1.769592046737671,-3.1493606567382812,3.9813549518585205
10,Y_t3,True,False,-0.3564420244232521,1.7149521112442017,-3.8921701908111572,2.941208839416504
11,Y_t3,True,False,-0.48693020576211343,1.663852334022522,-3.7555158138275146,2.7439496517181396
13,Y_t1,False,True,0.3775293493143115,1.4985816478729248,-2.6430697441101074,3.2261030673980713
13,Y_t2,True,False,0.35406281204016876,1.6980421543121338,-3.016726016998291,3.6305243968963623
13,Y_t3,True,False,0.3669125538605602,1.8512531518936157,-3.1546268463134766,4.037631988525391
14,Y_t2,True,False,0.27908705632094877,1.6553752422332764,-3.0609641075134277,3.4739975929260254
14,Y_t3,True,False,0.325083080021633,1.8703032732009888,-3.2967782020568848,3.946828842163086
15,Y_t1,False,True,0.3800412321787344,1.549118161201477,-2.6738626956939697,3.466561794281006
15,Y_t2,True,False,0.3674784714318373,1.6398015022277832,-2.868765354156494,3.547389030456543
15,Y_t3,True,False,0.30782404309394634,1.8188444375991821,-3.2888271808624268,4.002057075500488
16,Y_t2,True,False,0.3582015228022958,1.6839325428009033,-2.8285772800445557,3.6088531017303467
16,Y_t3,True,False,0.3521334702024884,1.8007129430770874,-3.2768800258636475,3.896927833557129
17,Y_t2,True,False,0.7723878390904002,1.6093623638153076,-2.3684279918670654,3.778893232345581
17,Y_t3,True,False,0.7390752377571953,1.758864402770996,-2.691293954849243,4.1211347579956055
18,Y_t2,True,False,1.1733589702538039,1.7033580541610718,-2.0006864070892334,4.482269763946533
18,Y_t3,True,False,1.0640158586655082,1.8049272298812866,-2.548361301422119,4.500924587249756
19,Y_t2,True,False,0.8813913537748284,1.6241096258163452,-2.181786298751831,4.028212070465088
19,Y_t3,True,False,0.8852403255932431,1.7591862678527832,-2.6152307987213135,4.319636344909668
20,Y_t3,True,False,0.645267015719631,1.7018290758132935,-2.753109931945801,4.033141613006592
21,Y_t2,True,False,1.196049542825078,1.6960278749465942,-2.015559673309326,4.530033588409424
21,Y_t3,True,False,1.090061497989617,1.7947018146514893,-2.548412322998047,4.601308822631836
22,Y_t2,True,False,0.8370783051407177,1.6171363592147827,-2.183983087539673,4.136415004730225
22,Y_t3,True,False,0.8611501905672891,1.783583641052246,-2.7046329975128174,4.340225696563721
23,Y_t1,False,True,0.4891444318041955,1.49175226688385,-2.501171827316284,3.47265625
24,Y_t2,True,False,0.8955893355915039,1.668664813041687,-2.210120439529419,4.304178714752197
24,Y_t3,True,False,0.768894095519662,1.761860966682434,-2.5772407054901123,4.186288356781006
27,Y_t2,True,False,0.6084964494065883,1.6385868787765503,-2.5172531604766846,3.8398566246032715
27,Y_t3,True,False,0.6013736844627595,1.7827816009521484,-2.8701419830322266,4.04963493347168
28,Y_t2,False,True,-0.3011115722764436,1.6274621486663818,-3.5371627807617188,2.7520437240600586
29,Y_t1,False,True,0.46798987456029867,1.5376840829849243,-2.5803346633911133,3.290349245071411
29,Y_t2,True,False,0.5120033201306363,1.738391637802124,-2.9647128582000732,3.901198387145996
29,Y_t3,True,False,0.41527551808842295,1.8041118383407593,-3.3102622032165527,3.9779484272003174
30,Y_t1,False,True,-0.24148267079598357,1.51832914352417,-3.167747735977173,2.8224363327026367
32,Y_t1,False,True,-0.6271948924199326,1.5226682424545288,-3.497251272201538,2.486313581466675
34,Y_t1,False,True,0.36972728317373116,1.5218929052352905,-2.4882941246032715,3.422853946685791
34,Y_t2,False,True,0.30783528910067304,1.6435413360595703,-2.8938775062561035,3.6758322715759277
35,Y_t2,True,False,1.0185308648099856,1.6877528429031372,-2.1981306076049805,4.256237030029297
35,Y_t3,True,False,0.9494589548266517,1.831700325012207,-2.3570704460144043,4.705954074859619
36,Y_t1,False,True,0.4198814995783978,1.5627530813217163,-2.610318660736084,3.3731324672698975
36,Y_t2,True,False,0.44387829442368343,1.6650956869125366,-2.727890968322754,3.6542954444885254
36,Y_t3,True,False,0.5358522923264595,1.8631954193115234,-3.0921859741210938,4.1898512840271
37,Y_t1,False,True,0.09286916781545701,1.4925187826156616,-2.7876110076904297,3.0026562213897705
37,Y_t2,False,True,-0.20321314090448878,1.6291531324386597,-3.4093403816223145,2.8782899379730225
38,Y_t2,False,True,0.42187654330145585,1.6495319604873657,-2.6888394355773926,3.644981622695923
38,Y_t3,True,False,0.5087152342330123,1.7918682098388672,-2.8931944370269775,4.244876384735107
40,Y_t1,False,True,0.39329494551647226,1.4877737760543823,-2.7328453063964844,3.219301700592041
40,Y_t2,False,True,0.31717959690587194,1.5976216793060303,-2.7839906215667725,3.453206777572632
42,Y_t2,False,True,0.11516111743465976,1.5429195165634155,-2.9429283142089844,3.0575132369995117
44,Y_t3,True,False,0.5801821444751072,1.677828073501587,-2.720855951309204,3.7806143760681152
45,Y_t2,True,False,0.031056844057412936,1.697558879852295,-3.1591787338256836,3.422693967819214
45,Y_t3,True,False,0.15804340907120315,1.745839238166809,-3.1242189407348633,3.6025755405426025
46,Y_t2,True,False,0.5289136468415616,1.6447268724441528,-2.7460508346557617,3.6017918586730957
46,Y_t3,True,False,0.675153917284295,1.8139538764953613,-2.925786256790161,4.107048988342285
48,Y_t1,False,True,0.3803686315647205,1.5576870441436768,-2.7185914516448975,3.363689422607422
48,Y_t2,False,True,0.3404692999790983,1.6656843423843384,-2.9885363578796387,3.6076505184173584
48,Y_t3,True,False,0.17315440397718404,1.7730538845062256,-3.2734386920928955,3.519007444381714
49,Y_t2,True,False,0.79129181424183,1.6167562007904053,-2.4083597660064697,4.045305252075195
49,Y_t3,True,False,0.6828545522584399,1.798348307609558,-2.8995068073272705,4.402215003967285
50,Y_t2,True,False,0.7942982289835092,1.6907219886779785,-2.5690112113952637,4.003754138946533
50,Y_t3,True,False,0.8257587519427327,1.8285610675811768,-2.477080821990967,4.467575550079346
52,Y_t2,True,False,0.8521010451628819,1.6454955339431763,-2.4035804271698,4.134494304656982
52,Y_t3,True,False,0.8621726782563293,1.777869462966919,-2.4026782512664795,4.442648887634277
53,Y_t2,True,False,0.8003340376076046,1.7046202421188354,-2.5936732292175293,4.201194763183594
53,Y_t3,True,False,0.8492466333852555,1.8581844568252563,-2.7054851055145264,4.624253273010254
54,Y_t1,False,True,0.44188503464381124,1.506012201309204,-2.479792594909668,3.353261709213257
54,Y_t2,True,False,0.43591966505398744,1.7398130893707275,-3.017784595489502,3.8787615299224854
54,Y_t3,True,False,0.5393524499030318,1.7685235738754272,-2.9216270446777344,4.158729553222656
56,Y_t2,True,False,0.6788004839633626,1.7114136219024658,-2.7169651985168457,4.038462162017822
56,Y_t3,True,False,0.6285233290505322,1.8021104335784912,-3.1163887977600098,4.239734649658203
57,Y_t2,True,False,0.7068817978555275,1.6815186738967896,-2.6471035480499268,4.0402398109436035
57,Y_t3,True,False,0.7153152601667718,1.7940113544464111,-2.9126386642456055,4.235479354858398
58,Y_t2,True,False,0.9303207862865762,1.6436518430709839,-2.247854471206665,4.058897972106934
58,Y_t3,True,False,0.8581998673134763,1.8501898050308228,-2.832460403442383,4.3715081214904785
59,Y_t2,True,False,1.2083460742793066,1.6953009366989136,-2.169417142868042,4.554228782653809
59,Y_t3,True,False,1.1962662878644732,1.833614706993103,-2.5056726932525635,4.790594577789307
61,Y_t3,False,True,0.13677169788790547,1.6559474468231201,-3.250384569168091,3.3038220405578613
63,Y_t1,False,True,0.47427485278660897,1.544909954071045,-2.465038537979126,3.5772252082824707
63,Y_t2,True,False,0.5176004328525644,1.6770490407943726,-2.762817144393921,3.8143529891967773
63,Y_t3,True,False,0.5121345024592922,1.7836881875991821,-3.1936187744140625,3.8733859062194824
64,Y_t3,True,False,-0.7190755154877126,1.7654212713241577,-4.183162689208984,2.636807680130005
65,Y_t3,True,False,0.7869248715392883,1.703291416168213,-2.541374921798706,3.9934327602386475
66,Y_t3,True,False,0.8679298443842017,1.7016546726226807,-2.328902244567871,4.158498287200928
67,Y_t1,False,True,0.4409677669055737,1.5002696514129639,-2.6448121070861816,3.3550026416778564
67,Y_t2,True,False,0.4667420191504674,1.7150450944900513,-2.8385086059570312,3.813026189804077
67,Y_t3,True,False,0.45977845181111404,1.8464221954345703,-3.0810670852661133,4.104588985443115
68,Y_t2,True,False,0.4323642549066369,1.658721923828125,-2.7779016494750977,3.5972185134887695
68,Y_t3,True,False,0.3359354297002772,1.8159586191177368,-3.091952085494995,4.044571876525879
70,Y_t2,True,False,0.9566905130693351,1.6139044761657715,-2.159576654434204,4.124420166015625
70,Y_t3,True,False,0.8845166244279483,1.7976477146148682,-2.613044261932373,4.431760311126709
71,Y_t2,True,False,0.7046594120423065,1.7025858163833618,-2.763761043548584,3.9756126403808594
71,Y_t3,True,False,0.5401270554813343,1.7761846780776978,-2.989149570465088,4.025445461273193
72,Y_t3,True,False,0.858104967000773,1.6489351987838745,-2.3821194171905518,4.339597225189209
73,Y_t2,True,False,0.5711823663515753,1.6610299348831177,-2.7312772274017334,3.681994676589966
73,Y_t3,True,False,0.5200396874091981,1.770401120185852,-2.943626642227173,3.9892091751098633
74,Y_t3,False,True,0.19010487293274525,1.7527796030044556,-3.0923142433166504,3.6555118560791016
75,Y_t1,False,True,0.1485239447253814,1.5169206857681274,-2.8216848373413086,3.0583856105804443
75,Y_t3,False,True,-0.1623871415321673,1.7322458028793335,-3.448183059692383,3.3845226764678955
77,Y_t3,True,False,1.0318054626006088,1.7465370893478394,-2.4055123329162598,4.40590763092041
78,Y_t1,False,True,0.3985111514403361,1.4877674579620361,-2.5041770935058594,3.3042469024658203
79,Y_t1,False,True,0.23730163022876422,1.527843952178955,-2.878159999847412,3.2212941646575928
79,Y_t3,True,False,0.10506343705614418,1.6588845252990723,-3.1554269790649414,3.364206075668335
81,Y_t2,True,False,1.4704526582227315,1.6372699737548828,-1.6221178770065308,4.746005058288574
81,Y_t3,True,False,1.3571213977730998,1.837557077407837,-2.2125179767608643,4.8536858558654785
82,Y_t2,False,True,0.7376381502577634,1.6020913124084473,-2.555830717086792,3.8423314094543457
83,Y_t3,True,False,1.0106953853044647,1.7673344612121582,-2.51651668548584,4.414734840393066
84,Y_t1,False,True,0.4982996883513957,1.5511292219161987,-2.4559569358825684,3.5787553787231445
84,Y_t2,True,False,0.5258201614085052,1.6510249376296997,-2.7446603775024414,3.69834303855896
84,Y_t3,True,False,0.40476478958326206,1.7731163501739502,-3.004483699798584,3.8120548725128174
85,Y_t1,False,True,0.06177180386677089,1.5268223285675049,-3.087204694747925,3.137547254562378
86,Y_t3,True,False,-0.027216625872794574,1.7416778802871704,-3.3651909828186035,3.5188775062561035
88,Y_t3,False,True,-0.22083906288078592,1.7066125869750977,-3.59572434425354,2.990719795227051
89,Y_t2,False,True,0.8250123790594447,1.6209479570388794,-2.3346338272094727,4.091848850250244
89,Y_t3,True,False,0.7674201198023534,1.740195870399475,-2.63659930229187,4.208142280578613
90,Y_t2,False,True,0.6940814633316484,1.5269806385040283,-2.3146378993988037,3.6726431846618652
91,Y_t3,True,False,1.5315967047250258,1.7308624982833862,-1.736333966255188,4.992196083068848
93,Y_t1,False,True,0.2767239753407358,1.4693225622177124,-2.736649513244629,3.2131357192993164
93,Y_t2,False,True,0.1625001464086372,1.6054255962371826,-2.883822202682495,3.3738787174224854
94,Y_t1,False,True,0.4883914043682398,1.5507705211639404,-2.5292465686798096,3.5992298126220703
94,Y_t2,True,False,0.5134523549659622,1.6997199058532715,-2.763517141342163,3.795567035675049
94,Y_t3,True,False,0.530111376940169,1.8890389204025269,-3.1491782665252686,4.303551197052002
95,Y_t2,True,False,0.8118403438322268,1.613572597503662,-2.32926869392395,4.088145732879639
95,Y_t3,True,False,0.6679695179798877,1.7812964916229248,-2.6918299198150635,4.300817966461182
96,Y_t3,True,False,0.7171581463113001,1.6827149391174316,-2.602006435394287,4.061603546142578
97,Y_t3,True,False,0.5011999739893874,1.7009975910186768,-2.7722737789154053,3.8956151008605957
98,Y_t3,True,False,0.3410595624359283,1.672316074371338,-3.1035103797912598,3.560823917388916
99,Y_t3,True,False,1.0416459539892935,1.7408069372177124,-2.256110429763794,4.446604251861572
100,Y_t2,True,False,0.9222713048315688,1.6608898639678955,-2.4002907276153564,4.096426963806152
100,Y_t3,True,False,0.8279099556452513,1.7510014772415161,-2.4850034713745117,4.285958290100098
101,Y_t2,True,False,0.7649138436266558,1.6487799882888794,-2.404674768447876,4.023187160491943
101,Y_t3,True,False,0.7121306931538468,1.8193281888961792,-2.9238076210021973,4.120257377624512
102,Y_t3,True,False,0.24873576480328946,1.7345731258392334,-3.16880202293396,3.591137409210205
103,Y_t2,True,False,0.8061842715465386,1.6579036712646484,-2.4685511589050293,4.133495807647705
103,Y_t3,True,False,0.7308918236358946,1.7223763465881348,-2.4872515201568604,3.9583046436309814
104,Y_t2,True,False,0.9518711224724221,1.6505643129348755,-2.144663095474243,4.349322319030762
104,Y_t3,True,False,0.869652095523489,1.8723942041397095,-2.803795099258423,4.484580993652344
105,Y_t2,True,False,0.03954794558740471,1.6338000297546387,-3.178971529006958,3.252401828765869
105,Y_t3,True,False,0.018244980640668117,1.7661648988723755,-3.635573387145996,3.4333033561706543
106,Y_t2,False,True,0.005864513360382753,1.5696192979812622,-3.0402400493621826,3.010164260864258
107,Y_t3,True,False,0.4113535346641741,1.7298152446746826,-2.815321683883667,3.95414400100708
108,Y_t3,True,False,-0.17787465544228692,1.7498542070388794,-3.748065710067749,3.2022318840026855
109,Y_t1,False,True,0.36569356559534094,1.5064640045166016,-2.5540354251861572,3.213317394256592
109,Y_t2,True,False,0.3522692488234356,1.6753325462341309,-2.9890668392181396,3.51694393157959
109,Y_t3,True,False,0.32818869918718574,1.8249441385269165,-3.269700765609741,3.929426670074463
111,Y_t3,False,True,0.02820799450636046,1.7113450765609741,-3.3001201152801514,3.198932647705078
112,Y_t2,True,False,0.8314247111623754,1.6254785060882568,-2.2888505458831787,4.108845233917236
112,Y_t3,True,False,0.8606206542899795,1.7813748121261597,-2.734863042831421,4.3186140060424805
113,Y_t2,True,False,0.3056910800830325,1.687718391418457,-2.9703097343444824,3.4500207901000977
113,Y_t3,True,False,0.2896267568313083,1.7843356132507324,-3.3226535320281982,3.671626567840576
114,Y_t2,True,False,0.43917402151899937,1.6683000326156616,-2.794186592102051,3.639288902282715
114,Y_t3,True,False,0.5108878515578643,1.7769761085510254,-3.0442192554473877,4.085597515106201
115,Y_t2,False,True,0.5521225997161386,1.6163240671157837,-2.557608127593994,3.744518756866455
115,Y_t3,True,False,0.5618006765590792,1.754546880722046,-2.7719006538391113,4.051655292510986
118,Y_t3,True,False,0.45392063710189956,1.712334156036377,-2.669724941253662,3.740825653076172
119,Y_t2,True,False,0.7983800242070853,1.6725780963897705,-2.22271466255188,4.135825157165527
119,Y_t3,True,False,0.751641205372626,1.7904713153839111,-2.764986515045166,4.172280788421631
120,Y_t2,True,False,0.12586425983320862,1.6826740503311157,-3.306821584701538,3.5343680381774902
120,Y_t3,True,False,0.16609091131014825,1.82925546169281,-3.5439484119415283,3.636141061782837
121,Y_t3,True,False,0.4415497404385209,1.7697850465774536,-3.0505571365356445,3.829472303390503
123,Y_t3,True,False,1.1864441789871205,1.6873915195465088,-2.299531936645508,4.335458755493164
125,Y_t1,False,True,0.5519653451607444,1.4862735271453857,-2.3199315071105957,3.3850185871124268
125,Y_t2,True,False,0.5344866755139888,1.69350004196167,-2.844135284423828,3.8397066593170166
125,Y_t3,True,False,0.5608366472767918,1.867225170135498,-3.106325387954712,4.163494110107422
127,Y_t2,False,True,0.5987271158609868,1.630668044090271,-2.54280161857605,3.742262363433838
127,Y_t3,True,False,0.5651250294030035,1.7842904329299927,-2.8603270053863525,4.234150409698486
128,Y_t2,True,False,1.2141146004304877,1.698285460472107,-2.017624616622925,4.66379976272583
128,Y_t3,True,False,1.1328156666492535,1.7938838005065918,-2.2548274993896484,4.648536205291748
129,Y_t3,True,False,1.3013301931252526,1.7393759489059448,-2.097421169281006,4.698667526245117
131,Y_t3,True,False,0.5128827658564588,1.6782625913619995,-2.6554863452911377,3.79474139213562
133,Y_t2,True,False,0.661101099907988,1.6684401035308838,-2.4258596897125244,3.9355199337005615
133,Y_t3,True,False,0.6691390299583676,1.8511765003204346,-2.9440808296203613,4.312461853027344
134,Y_t2,True,False,0.31036431602924297,1.6876145601272583,-2.8670573234558105,3.646874189376831
134,Y_t3,True,False,0.30721890248754624,1.7208547592163086,-2.93498158454895,3.605421781539917
135,Y_t2,False,True,0.8743142345555996,1.6462620496749878,-2.430833339691162,4.036072731018066
136,Y_t2,True,False,0.4240292166292472,1.7069032192230225,-3.012502908706665,3.8923704624176025
