Z_t1,Z_t2,Z_t3,ID
0.9895470540028586,0.9879799803779816,0.9895503976143458,1
0.9895470540028586,0.9879799803779816,0.9895503976143458,2
0.9895470540028586,0.9879799803779816,0.9895503976143458,3
0.9895470540028586,0.9879799803779816,0.9895503976143458,4
0.9895470540028586,0.9879799803779816,0.9895503976143458,5
0.9895470540028586,0.9879799803779816,0.9895503976143458,6
0.9895470540028586,0.9879799803779816,0.9895503976143458,7
0.9895470540028586,0.9879799803779816,0.9895503976143458,8
0.9895470540028586,0.9879799803779816,0.9895503976143458,9
0.9895470540028586,0.9879799803779816,0.9895503976143458,10
0.9895470540028586,0.9879799803779816,0.9895503976143458,11
0.9895470540028586,0.9879799803779816,0.9895503976143458,12
0.9895470540028586,0.9879799803779816,0.9895503976143458,13
0.9895470540028586,0.9879799803779816,0.9895503976143458,14
0.9895470540028586,0.9879799803779816,0.9895503976143458,15
0.9895470540028586,0.9879799803779816,0.9895503976143458,16
0.9895470540028586,0.9879799803779816,0.9895503976143458,17
0.9895470540028586,0.9879799803779816,0.9895503976143458,18
0.9895470540028586,0.9879799803779816,0.9895503976143458,19
0.9895470540028586,0.9879799803779816,0.9895503976143458,20
0.9895470540028586,0.9879799803779816,0.9895503976143458,21
0.9895470540028586,0.9879799803779816,0.9895503976143458,22
0.9895470540028586,0.9879799803779816,0.9895503976143458,23
0.9895470540028586,0.9879799803779816,0.9895503976143458,24
0.9895470540028586,0.9879799803779816,0.9895503976143458,25
0.9895470540028586,0.9879799803779816,0.9895503976143458,26
0.9895470540028586,0.9879799803779816,0.9895503976143458,27
0.9895470540028586,0.9879799803779816,0.9895503976143458,28
0.9895470540028586,0.9879799803779816,0.9895503976143458,29
0.9895470540028586,0.9879799803779816,0.9895503976143458,30
0.9895470540028586,0.9879799803779816,0.9895503976143458,31
0.9895470540028586,0.9879799803779816,0.9895503976143458,32
0.9895470540028586,0.9879799803779816,0.9895503976143458,33
0.9895470540028586,0.9879799803779816,0.9895503976143458,34
0.9895470540028586,0.9879799803779816,0.9895503976143458,35
0.9895470540028586,0.9879799803779816,0.9895503976143458,36
0.9895470540028586,0.9879799803779816,0.9895503976143458,37
0.9895470540028586,0.9879799803779816,0.9895503976143458,38
0.9895470540028586,0.9879799803779816,0.9895503976143458,39
0.9895470540028586,0.9879799803779816,0.9895503976143458,40
0.9895470540028586,0.9879799803779816,0.9895503976143458,41
0.9895470540028586,0.9879799803779816,0.9895503976143458,42
0.9895470540028586,0.9879799803779816,0.9895503976143458,43
0.9895470540028586,0.9879799803779816,0.9895503976143458,44
0.9895470540028586,0.9879799803779816,0.9895503976143458,45
0.9895470540028586,0.9879799803779816,0.9895503976143458,46
0.9895470540028586,0.9879799803779816,0.9895503976143458,47
0.9895470540028586,0.9879799803779816,0.9895503976143458,48
0.9895470540028586,0.9879799803779816,0.9895503976143458,49
0.9895470540028586,0.9879799803779816,0.9895503976143458,50
0.9895470540028586,0.9879799803779816,0.9895503976143458,51
0.9895470540028586,0.9879799803779816,0.9895503976143458,52
0.9895470540028586,0.9879799803779816,0.9895503976143458,53
0.9895470540028586,0.9879799803779816,0.9895503976143458,54
0.9895470540028586,0.9879799803779816,0.9895503976143458,55
0.9895470540028586,0.9879799803779816,0.9895503976143458,56
0.9895470540028586,0.9879799803779816,0.9895503976143458,57
0.9895470540028586,0.9879799803779816,0.9895503976143458,58
0.9895470540028586,0.9879799803779816,0.9895503976143458,59
0.9895470540028586,0.9879799803779816,0.9895503976143458,60
0.9895470540028586,0.9879799803779816,0.9895503976143458,61
0.9895470540028586,0.9879799803779816,0.9895503976143458,62
0.9895470540028586,0.9879799803779816,0.9895503976143458,63
0.9895470540028586,0.9879799803779816,0.9895503976143458,64
0.9895470540028586,0.9879799803779816,0.9895503976143458,65
0.9895470540028586,0.9879799803779816,0.9895503976143458,66
0.9895470540028586,0.9879799803779816,0.9895503976143458,67
0.9895470540028586,0.9879799803779816,0.9895503976143458,68
0.9895470540028586,0.9879799803779816,0.9895503976143458,69
0.9895470540028586,0.9879799803779816,0.9895503976143458,70
0.9895470540028586,0.9879799803779816,0.9895503976143458,71
0.9895470540028586,0.9879799803779816,0.9895503976143458,72
0.9895470540028586,0.9879799803779816,0.9895503976143458,73
0.9895470540028586,0.9879799803779816,0.9895503976143458,74
0.9895470540028586,0.9879799803779816,0.9895503976143458,75
0.9895470540028586,0.9879799803779816,0.9895503976143458,76
0.9895470540028586,0.9879799803779816,0.9895503976143458,77
0.9895470540028586,0.9879799803779816,0.9895503976143458,78
0.9895470540028586,0.9879799803779816,0.9895503976143458,79
0.9895470540028586,0.9879799803779816,0.9895503976143458,80
0.9895470540028586,0.9879799803779816,0.9895503976143458,81
0.9895470540028586,0.9879799803779816,0.9895503976143458,82
